bus,price_status,price_per_mwh,price_per_pu_hour
6346,withheld_mip_gap_not_certified,,
6349,withheld_mip_gap_not_certified,,
6350,withheld_mip_gap_not_certified,,
6351,withheld_mip_gap_not_certified,,
6352,withheld_mip_gap_not_certified,,
6353,withheld_mip_gap_not_certified,,
6354,withheld_mip_gap_not_certified,,
6355,withheld_mip_gap_not_certified,,
6356,withheld_mip_gap_not_certified,,
6357,withheld_mip_gap_not_certified,,
6358,withheld_mip_gap_not_certified,,
6359,withheld_mip_gap_not_certified,,
6360,withheld_mip_gap_not_certified,,
7001,withheld_mip_gap_not_certified,,
7002,withheld_mip_gap_not_certified,,
7003,withheld_mip_gap_not_certified,,
7004,withheld_mip_gap_not_certified,,
7005,withheld_mip_gap_not_certified,,
7006,withheld_mip_gap_not_certified,,
7007,withheld_mip_gap_not_certified,,
7008,withheld_mip_gap_not_certified,,
7009,withheld_mip_gap_not_certified,,
7010,withheld_mip_gap_not_certified,,
7011,withheld_mip_gap_not_certified,,
7012,withheld_mip_gap_not_certified,,
7013,withheld_mip_gap_not_certified,,
7014,withheld_mip_gap_not_certified,,
7015,withheld_mip_gap_not_certified,,
7016,withheld_mip_gap_not_certified,,
7017,withheld_mip_gap_not_certified,,
7018,withheld_mip_gap_not_certified,,
7019,withheld_mip_gap_not_certified,,
7020,withheld_mip_gap_not_certified,,
7021,withheld_mip_gap_not_certified,,
7022,withheld_mip_gap_not_certified,,
7023,withheld_mip_gap_not_certified,,
7024,withheld_mip_gap_not_certified,,
7025,withheld_mip_gap_not_certified,,
7026,withheld_mip_gap_not_certified,,
7027,withheld_mip_gap_not_certified,,
7028,withheld_mip_gap_not_certified,,
7029,withheld_mip_gap_not_certified,,
7030,withheld_mip_gap_not_certified,,
7031,withheld_mip_gap_not_certified,,
7032,withheld_mip_gap_not_certified,,
7033,withheld_mip_gap_not_certified,,
7034,withheld_mip_gap_not_certified,,
7035,withheld_mip_gap_not_certified,,
7036,withheld_mip_gap_not_certified,,
7037,withheld_mip_gap_not_certified,,
7038,withheld_mip_gap_not_certified,,
7039,withheld_mip_gap_not_certified,,
7040,withheld_mip_gap_not_certified,,
7041,withheld_mip_gap_not_certified,,
7042,withheld_mip_gap_not_certified,,
7043,withheld_mip_gap_not_certified,,
7044,withheld_mip_gap_not_certified,,
7045,withheld_mip_gap_not_certified,,
7046,withheld_mip_gap_not_certified,,
7047,withheld_mip_gap_not_certified,,
7048,withheld_mip_gap_not_certified,,
7049,withheld_mip_gap_not_certified,,
7050,withheld_mip_gap_not_certified,,
7051,withheld_mip_gap_not_certified,,
7052,withheld_mip_gap_not_certified,,
7053,withheld_mip_gap_not_certified,,
7054,withheld_mip_gap_not_certified,,
7055,withheld_mip_gap_not_certified,,
7056,withheld_mip_gap_not_certified,,
7057,withheld_mip_gap_not_certified,,
7058,withheld_mip_gap_not_certified,,
7059,withheld_mip_gap_not_certified,,
7060,withheld_mip_gap_not_certified,,
7061,withheld_mip_gap_not_certified,,
7062,withheld_mip_gap_not_certified,,
7063,withheld_mip_gap_not_certified,,
7064,withheld_mip_gap_not_certified,,
7065,withheld_mip_gap_not_certified,,
7066,withheld_mip_gap_not_certified,,
7067,withheld_mip_gap_not_certified,,
7068,withheld_mip_gap_not_certified,,
7069,withheld_mip_gap_not_certified,,
7070,withheld_mip_gap_not_certified,,
7071,withheld_mip_gap_not_certified,,
7072,withheld_mip_gap_not_certified,,
7073,withheld_mip_gap_not_certified,,
7074,withheld_mip_gap_not_certified,,
7075,withheld_mip_gap_not_certified,,
7076,withheld_mip_gap_not_certified,,
7077,withheld_mip_gap_not_certified,,
7078,withheld_mip_gap_not_certified,,
7079,withheld_mip_gap_not_certified,,
7080,withheld_mip_gap_not_certified,,
7081,withheld_mip_gap_not_certified,,
7082,withheld_mip_gap_not_certified,,
7083,withheld_mip_gap_not_certified,,
7084,withheld_mip_gap_not_certified,,
7085,withheld_mip_gap_not_certified,,
7086,withheld_mip_gap_not_certified,,
7087,withheld_mip_gap_not_certified,,
7088,withheld_mip_gap_not_certified,,
7089,withheld_mip_gap_not_certified,,
7090,withheld_mip_gap_not_certified,,
7091,withheld_mip_gap_not_certified,,
7092,withheld_mip_gap_not_certified,,
7093,withheld_mip_gap_not_certified,,
7094,withheld_mip_gap_not_certified,,
7095,withheld_mip_gap_not_certified,,
7096,withheld_mip_gap_not_certified,,
7097,withheld_mip_gap_not_certified,,
7098,withheld_mip_gap_not_certified,,
7099,withheld_mip_gap_not_certified,,
7100,withheld_mip_gap_not_certified,,
7101,withheld_mip_gap_not_certified,,
7102,withheld_mip_gap_not_certified,,
7103,withheld_mip_gap_not_certified,,
7104,withheld_mip_gap_not_certified,,
7105,withheld_mip_gap_not_certified,,
7106,withheld_mip_gap_not_certified,,
7107,withheld_mip_gap_not_certified,,
7108,withheld_mip_gap_not_certified,,
7109,withheld_mip_gap_not_certified,,
7110,withheld_mip_gap_not_certified,,
7111,withheld_mip_gap_not_certified,,
7112,withheld_mip_gap_not_certified,,
7113,withheld_mip_gap_not_certified,,
7114,withheld_mip_gap_not_certified,,
7115,withheld_mip_gap_not_certified,,
7116,withheld_mip_gap_not_certified,,
7117,withheld_mip_gap_not_certified,,
7118,withheld_mip_gap_not_certified,,
7119,withheld_mip_gap_not_certified,,
7120,withheld_mip_gap_not_certified,,
7121,withheld_mip_gap_not_certified,,
7122,withheld_mip_gap_not_certified,,
7123,withheld_mip_gap_not_certified,,
7124,withheld_mip_gap_not_certified,,
7125,withheld_mip_gap_not_certified,,
7126,withheld_mip_gap_not_certified,,
7127,withheld_mip_gap_not_certified,,
7128,withheld_mip_gap_not_certified,,
7129,withheld_mip_gap_not_certified,,
7130,withheld_mip_gap_not_certified,,
7131,withheld_mip_gap_not_certified,,
7132,withheld_mip_gap_not_certified,,
7133,withheld_mip_gap_not_certified,,
7134,withheld_mip_gap_not_certified,,
7135,withheld_mip_gap_not_certified,,
7136,withheld_mip_gap_not_certified,,
7137,withheld_mip_gap_not_certified,,
7138,withheld_mip_gap_not_certified,,
7139,withheld_mip_gap_not_certified,,
7140,withheld_mip_gap_not_certified,,
7141,withheld_mip_gap_not_certified,,
7142,withheld_mip_gap_not_certified,,
7143,withheld_mip_gap_not_certified,,
7144,withheld_mip_gap_not_certified,,
7145,withheld_mip_gap_not_certified,,
7146,withheld_mip_gap_not_certified,,
7147,withheld_mip_gap_not_certified,,
7148,withheld_mip_gap_not_certified,,
7149,withheld_mip_gap_not_certified,,
7150,withheld_mip_gap_not_certified,,
7151,withheld_mip_gap_not_certified,,
7152,withheld_mip_gap_not_certified,,
7153,withheld_mip_gap_not_certified,,
7154,withheld_mip_gap_not_certified,,
7155,withheld_mip_gap_not_certified,,
7156,withheld_mip_gap_not_certified,,
7157,withheld_mip_gap_not_certified,,
7158,withheld_mip_gap_not_certified,,
7159,withheld_mip_gap_not_certified,,
7160,withheld_mip_gap_not_certified,,
7161,withheld_mip_gap_not_certified,,
7162,withheld_mip_gap_not_certified,,
7163,withheld_mip_gap_not_certified,,
7164,withheld_mip_gap_not_certified,,
7165,withheld_mip_gap_not_certified,,
7166,withheld_mip_gap_not_certified,,
7167,withheld_mip_gap_not_certified,,
7168,withheld_mip_gap_not_certified,,
7169,withheld_mip_gap_not_certified,,
7170,withheld_mip_gap_not_certified,,
7171,withheld_mip_gap_not_certified,,
7172,withheld_mip_gap_not_certified,,
7173,withheld_mip_gap_not_certified,,
7174,withheld_mip_gap_not_certified,,
7175,withheld_mip_gap_not_certified,,
7176,withheld_mip_gap_not_certified,,
7177,withheld_mip_gap_not_certified,,
7178,withheld_mip_gap_not_certified,,
7179,withheld_mip_gap_not_certified,,
7180,withheld_mip_gap_not_certified,,
7181,withheld_mip_gap_not_certified,,
7182,withheld_mip_gap_not_certified,,
7183,withheld_mip_gap_not_certified,,
7184,withheld_mip_gap_not_certified,,
7185,withheld_mip_gap_not_certified,,
7186,withheld_mip_gap_not_certified,,
7187,withheld_mip_gap_not_certified,,
7188,withheld_mip_gap_not_certified,,
7189,withheld_mip_gap_not_certified,,
7190,withheld_mip_gap_not_certified,,
7191,withheld_mip_gap_not_certified,,
7192,withheld_mip_gap_not_certified,,
7193,withheld_mip_gap_not_certified,,
7194,withheld_mip_gap_not_certified,,
7195,withheld_mip_gap_not_certified,,
7196,withheld_mip_gap_not_certified,,
7197,withheld_mip_gap_not_certified,,
7198,withheld_mip_gap_not_certified,,
7199,withheld_mip_gap_not_certified,,
7200,withheld_mip_gap_not_certified,,
7201,withheld_mip_gap_not_certified,,
7202,withheld_mip_gap_not_certified,,
7203,withheld_mip_gap_not_certified,,
7204,withheld_mip_gap_not_certified,,
7205,withheld_mip_gap_not_certified,,
7206,withheld_mip_gap_not_certified,,
7207,withheld_mip_gap_not_certified,,
7208,withheld_mip_gap_not_certified,,
7209,withheld_mip_gap_not_certified,,
7210,withheld_mip_gap_not_certified,,
7211,withheld_mip_gap_not_certified,,
7212,withheld_mip_gap_not_certified,,
7213,withheld_mip_gap_not_certified,,
7214,withheld_mip_gap_not_certified,,
7215,withheld_mip_gap_not_certified,,
7216,withheld_mip_gap_not_certified,,
7217,withheld_mip_gap_not_certified,,
7218,withheld_mip_gap_not_certified,,
7219,withheld_mip_gap_not_certified,,
7220,withheld_mip_gap_not_certified,,
7221,withheld_mip_gap_not_certified,,
7222,withheld_mip_gap_not_certified,,
7223,withheld_mip_gap_not_certified,,
7224,withheld_mip_gap_not_certified,,
7225,withheld_mip_gap_not_certified,,
7226,withheld_mip_gap_not_certified,,
7227,withheld_mip_gap_not_certified,,
7228,withheld_mip_gap_not_certified,,
7229,withheld_mip_gap_not_certified,,
7230,withheld_mip_gap_not_certified,,
7231,withheld_mip_gap_not_certified,,
7232,withheld_mip_gap_not_certified,,
7233,withheld_mip_gap_not_certified,,
7234,withheld_mip_gap_not_certified,,
7235,withheld_mip_gap_not_certified,,
7236,withheld_mip_gap_not_certified,,
7237,withheld_mip_gap_not_certified,,
7238,withheld_mip_gap_not_certified,,
7239,withheld_mip_gap_not_certified,,
7240,withheld_mip_gap_not_certified,,
7241,withheld_mip_gap_not_certified,,
7242,withheld_mip_gap_not_certified,,
7243,withheld_mip_gap_not_certified,,
7244,withheld_mip_gap_not_certified,,
7245,withheld_mip_gap_not_certified,,
7246,withheld_mip_gap_not_certified,,
7247,withheld_mip_gap_not_certified,,
7248,withheld_mip_gap_not_certified,,
7249,withheld_mip_gap_not_certified,,
7250,withheld_mip_gap_not_certified,,
7251,withheld_mip_gap_not_certified,,
7252,withheld_mip_gap_not_certified,,
7253,withheld_mip_gap_not_certified,,
7254,withheld_mip_gap_not_certified,,
7255,withheld_mip_gap_not_certified,,
7256,withheld_mip_gap_not_certified,,
7257,withheld_mip_gap_not_certified,,
7258,withheld_mip_gap_not_certified,,
7259,withheld_mip_gap_not_certified,,
7260,withheld_mip_gap_not_certified,,
7261,withheld_mip_gap_not_certified,,
7262,withheld_mip_gap_not_certified,,
7263,withheld_mip_gap_not_certified,,
7264,withheld_mip_gap_not_certified,,
7265,withheld_mip_gap_not_certified,,
7266,withheld_mip_gap_not_certified,,
7267,withheld_mip_gap_not_certified,,
7268,withheld_mip_gap_not_certified,,
7269,withheld_mip_gap_not_certified,,
7270,withheld_mip_gap_not_certified,,
7271,withheld_mip_gap_not_certified,,
7272,withheld_mip_gap_not_certified,,
7273,withheld_mip_gap_not_certified,,
7274,withheld_mip_gap_not_certified,,
7275,withheld_mip_gap_not_certified,,
7276,withheld_mip_gap_not_certified,,
7277,withheld_mip_gap_not_certified,,
7278,withheld_mip_gap_not_certified,,
7279,withheld_mip_gap_not_certified,,
7280,withheld_mip_gap_not_certified,,
7281,withheld_mip_gap_not_certified,,
7282,withheld_mip_gap_not_certified,,
7283,withheld_mip_gap_not_certified,,
7284,withheld_mip_gap_not_certified,,
7285,withheld_mip_gap_not_certified,,
7286,withheld_mip_gap_not_certified,,
7287,withheld_mip_gap_not_certified,,
7288,withheld_mip_gap_not_certified,,
7289,withheld_mip_gap_not_certified,,
7290,withheld_mip_gap_not_certified,,
7291,withheld_mip_gap_not_certified,,
7292,withheld_mip_gap_not_certified,,
7293,withheld_mip_gap_not_certified,,
7294,withheld_mip_gap_not_certified,,
7295,withheld_mip_gap_not_certified,,
7296,withheld_mip_gap_not_certified,,
7297,withheld_mip_gap_not_certified,,
7298,withheld_mip_gap_not_certified,,
7299,withheld_mip_gap_not_certified,,
7300,withheld_mip_gap_not_certified,,
7301,withheld_mip_gap_not_certified,,
7302,withheld_mip_gap_not_certified,,
7303,withheld_mip_gap_not_certified,,
7304,withheld_mip_gap_not_certified,,
7305,withheld_mip_gap_not_certified,,
7306,withheld_mip_gap_not_certified,,
7307,withheld_mip_gap_not_certified,,
7308,withheld_mip_gap_not_certified,,
7309,withheld_mip_gap_not_certified,,
7310,withheld_mip_gap_not_certified,,
7311,withheld_mip_gap_not_certified,,
7312,withheld_mip_gap_not_certified,,
7313,withheld_mip_gap_not_certified,,
7314,withheld_mip_gap_not_certified,,
7315,withheld_mip_gap_not_certified,,
7316,withheld_mip_gap_not_certified,,
7317,withheld_mip_gap_not_certified,,
7318,withheld_mip_gap_not_certified,,
7319,withheld_mip_gap_not_certified,,
7320,withheld_mip_gap_not_certified,,
7321,withheld_mip_gap_not_certified,,
7322,withheld_mip_gap_not_certified,,
7323,withheld_mip_gap_not_certified,,
7324,withheld_mip_gap_not_certified,,
7325,withheld_mip_gap_not_certified,,
7326,withheld_mip_gap_not_certified,,
7327,withheld_mip_gap_not_certified,,
7328,withheld_mip_gap_not_certified,,
7329,withheld_mip_gap_not_certified,,
7330,withheld_mip_gap_not_certified,,
7331,withheld_mip_gap_not_certified,,
7332,withheld_mip_gap_not_certified,,
7333,withheld_mip_gap_not_certified,,
7334,withheld_mip_gap_not_certified,,
7335,withheld_mip_gap_not_certified,,
7336,withheld_mip_gap_not_certified,,
7337,withheld_mip_gap_not_certified,,
7338,withheld_mip_gap_not_certified,,
7339,withheld_mip_gap_not_certified,,
7340,withheld_mip_gap_not_certified,,
7341,withheld_mip_gap_not_certified,,
7342,withheld_mip_gap_not_certified,,
7343,withheld_mip_gap_not_certified,,
7344,withheld_mip_gap_not_certified,,
7345,withheld_mip_gap_not_certified,,
7346,withheld_mip_gap_not_certified,,
7347,withheld_mip_gap_not_certified,,
7348,withheld_mip_gap_not_certified,,
7349,withheld_mip_gap_not_certified,,
7350,withheld_mip_gap_not_certified,,
7351,withheld_mip_gap_not_certified,,
7352,withheld_mip_gap_not_certified,,
7353,withheld_mip_gap_not_certified,,
7354,withheld_mip_gap_not_certified,,
7355,withheld_mip_gap_not_certified,,
7356,withheld_mip_gap_not_certified,,
7357,withheld_mip_gap_not_certified,,
7358,withheld_mip_gap_not_certified,,
7359,withheld_mip_gap_not_certified,,
7360,withheld_mip_gap_not_certified,,
7361,withheld_mip_gap_not_certified,,
7362,withheld_mip_gap_not_certified,,
7363,withheld_mip_gap_not_certified,,
7364,withheld_mip_gap_not_certified,,
7365,withheld_mip_gap_not_certified,,
7366,withheld_mip_gap_not_certified,,
7367,withheld_mip_gap_not_certified,,
7368,withheld_mip_gap_not_certified,,
7369,withheld_mip_gap_not_certified,,
7370,withheld_mip_gap_not_certified,,
7371,withheld_mip_gap_not_certified,,
7372,withheld_mip_gap_not_certified,,
7373,withheld_mip_gap_not_certified,,
7374,withheld_mip_gap_not_certified,,
7375,withheld_mip_gap_not_certified,,
7376,withheld_mip_gap_not_certified,,
7377,withheld_mip_gap_not_certified,,
7378,withheld_mip_gap_not_certified,,
7379,withheld_mip_gap_not_certified,,
7380,withheld_mip_gap_not_certified,,
7381,withheld_mip_gap_not_certified,,
7382,withheld_mip_gap_not_certified,,
7383,withheld_mip_gap_not_certified,,
7384,withheld_mip_gap_not_certified,,
7385,withheld_mip_gap_not_certified,,
7386,withheld_mip_gap_not_certified,,
7387,withheld_mip_gap_not_certified,,
7388,withheld_mip_gap_not_certified,,
7389,withheld_mip_gap_not_certified,,
7390,withheld_mip_gap_not_certified,,
7391,withheld_mip_gap_not_certified,,
7392,withheld_mip_gap_not_certified,,
7393,withheld_mip_gap_not_certified,,
7394,withheld_mip_gap_not_certified,,
7395,withheld_mip_gap_not_certified,,
7396,withheld_mip_gap_not_certified,,
7397,withheld_mip_gap_not_certified,,
7398,withheld_mip_gap_not_certified,,
7399,withheld_mip_gap_not_certified,,
7400,withheld_mip_gap_not_certified,,
7401,withheld_mip_gap_not_certified,,
7402,withheld_mip_gap_not_certified,,
7403,withheld_mip_gap_not_certified,,
7404,withheld_mip_gap_not_certified,,
7405,withheld_mip_gap_not_certified,,
7406,withheld_mip_gap_not_certified,,
7407,withheld_mip_gap_not_certified,,
7408,withheld_mip_gap_not_certified,,
7409,withheld_mip_gap_not_certified,,
7410,withheld_mip_gap_not_certified,,
7411,withheld_mip_gap_not_certified,,
7412,withheld_mip_gap_not_certified,,
7413,withheld_mip_gap_not_certified,,
7414,withheld_mip_gap_not_certified,,
7415,withheld_mip_gap_not_certified,,
7416,withheld_mip_gap_not_certified,,
7417,withheld_mip_gap_not_certified,,
7418,withheld_mip_gap_not_certified,,
7419,withheld_mip_gap_not_certified,,
7420,withheld_mip_gap_not_certified,,
7421,withheld_mip_gap_not_certified,,
7422,withheld_mip_gap_not_certified,,
7423,withheld_mip_gap_not_certified,,
7424,withheld_mip_gap_not_certified,,
7425,withheld_mip_gap_not_certified,,
7426,withheld_mip_gap_not_certified,,
7427,withheld_mip_gap_not_certified,,
7428,withheld_mip_gap_not_certified,,
7429,withheld_mip_gap_not_certified,,
7430,withheld_mip_gap_not_certified,,
7431,withheld_mip_gap_not_certified,,
7432,withheld_mip_gap_not_certified,,
8001,withheld_mip_gap_not_certified,,
8002,withheld_mip_gap_not_certified,,
8003,withheld_mip_gap_not_certified,,
8004,withheld_mip_gap_not_certified,,
8005,withheld_mip_gap_not_certified,,
8006,withheld_mip_gap_not_certified,,
8007,withheld_mip_gap_not_certified,,
8008,withheld_mip_gap_not_certified,,
8009,withheld_mip_gap_not_certified,,
8010,withheld_mip_gap_not_certified,,
8011,withheld_mip_gap_not_certified,,
8012,withheld_mip_gap_not_certified,,
8013,withheld_mip_gap_not_certified,,
8014,withheld_mip_gap_not_certified,,
8015,withheld_mip_gap_not_certified,,
8016,withheld_mip_gap_not_certified,,
8017,withheld_mip_gap_not_certified,,
8018,withheld_mip_gap_not_certified,,
8019,withheld_mip_gap_not_certified,,
8020,withheld_mip_gap_not_certified,,
8021,withheld_mip_gap_not_certified,,
8022,withheld_mip_gap_not_certified,,
8023,withheld_mip_gap_not_certified,,
8024,withheld_mip_gap_not_certified,,
8025,withheld_mip_gap_not_certified,,
8026,withheld_mip_gap_not_certified,,
8027,withheld_mip_gap_not_certified,,
8028,withheld_mip_gap_not_certified,,
8029,withheld_mip_gap_not_certified,,
8030,withheld_mip_gap_not_certified,,
8031,withheld_mip_gap_not_certified,,
8032,withheld_mip_gap_not_certified,,
8033,withheld_mip_gap_not_certified,,
8034,withheld_mip_gap_not_certified,,
8035,withheld_mip_gap_not_certified,,
8036,withheld_mip_gap_not_certified,,
8037,withheld_mip_gap_not_certified,,
8038,withheld_mip_gap_not_certified,,
8039,withheld_mip_gap_not_certified,,
8040,withheld_mip_gap_not_certified,,
8041,withheld_mip_gap_not_certified,,
8042,withheld_mip_gap_not_certified,,
8043,withheld_mip_gap_not_certified,,
8044,withheld_mip_gap_not_certified,,
8045,withheld_mip_gap_not_certified,,
8046,withheld_mip_gap_not_certified,,
8047,withheld_mip_gap_not_certified,,
8048,withheld_mip_gap_not_certified,,
8049,withheld_mip_gap_not_certified,,
8050,withheld_mip_gap_not_certified,,
8051,withheld_mip_gap_not_certified,,
8052,withheld_mip_gap_not_certified,,
8053,withheld_mip_gap_not_certified,,
8054,withheld_mip_gap_not_certified,,
8055,withheld_mip_gap_not_certified,,
8056,withheld_mip_gap_not_certified,,
8057,withheld_mip_gap_not_certified,,
8058,withheld_mip_gap_not_certified,,
8059,withheld_mip_gap_not_certified,,
8060,withheld_mip_gap_not_certified,,
8061,withheld_mip_gap_not_certified,,
8062,withheld_mip_gap_not_certified,,
8063,withheld_mip_gap_not_certified,,
8064,withheld_mip_gap_not_certified,,
8065,withheld_mip_gap_not_certified,,
8066,withheld_mip_gap_not_certified,,
8067,withheld_mip_gap_not_certified,,
8068,withheld_mip_gap_not_certified,,
8069,withheld_mip_gap_not_certified,,
8070,withheld_mip_gap_not_certified,,
8071,withheld_mip_gap_not_certified,,
8072,withheld_mip_gap_not_certified,,
8073,withheld_mip_gap_not_certified,,
8074,withheld_mip_gap_not_certified,,
8075,withheld_mip_gap_not_certified,,
8076,withheld_mip_gap_not_certified,,
8077,withheld_mip_gap_not_certified,,
8078,withheld_mip_gap_not_certified,,
8079,withheld_mip_gap_not_certified,,
8080,withheld_mip_gap_not_certified,,
8081,withheld_mip_gap_not_certified,,
8082,withheld_mip_gap_not_certified,,
8083,withheld_mip_gap_not_certified,,
8084,withheld_mip_gap_not_certified,,
8085,withheld_mip_gap_not_certified,,
8086,withheld_mip_gap_not_certified,,
8087,withheld_mip_gap_not_certified,,
8088,withheld_mip_gap_not_certified,,
8089,withheld_mip_gap_not_certified,,
8090,withheld_mip_gap_not_certified,,
8091,withheld_mip_gap_not_certified,,
8092,withheld_mip_gap_not_certified,,
8093,withheld_mip_gap_not_certified,,
8094,withheld_mip_gap_not_certified,,
8095,withheld_mip_gap_not_certified,,
8096,withheld_mip_gap_not_certified,,
8097,withheld_mip_gap_not_certified,,
8098,withheld_mip_gap_not_certified,,
8099,withheld_mip_gap_not_certified,,
8100,withheld_mip_gap_not_certified,,
8101,withheld_mip_gap_not_certified,,
8102,withheld_mip_gap_not_certified,,
8103,withheld_mip_gap_not_certified,,
8104,withheld_mip_gap_not_certified,,
8105,withheld_mip_gap_not_certified,,
8106,withheld_mip_gap_not_certified,,
8107,withheld_mip_gap_not_certified,,
8108,withheld_mip_gap_not_certified,,
8109,withheld_mip_gap_not_certified,,
8110,withheld_mip_gap_not_certified,,
8111,withheld_mip_gap_not_certified,,
8112,withheld_mip_gap_not_certified,,
8113,withheld_mip_gap_not_certified,,
8114,withheld_mip_gap_not_certified,,
8115,withheld_mip_gap_not_certified,,
8116,withheld_mip_gap_not_certified,,
8117,withheld_mip_gap_not_certified,,
8118,withheld_mip_gap_not_certified,,
8119,withheld_mip_gap_not_certified,,
8120,withheld_mip_gap_not_certified,,
8121,withheld_mip_gap_not_certified,,
8122,withheld_mip_gap_not_certified,,
8123,withheld_mip_gap_not_certified,,
8124,withheld_mip_gap_not_certified,,
8125,withheld_mip_gap_not_certified,,
8126,withheld_mip_gap_not_certified,,
8127,withheld_mip_gap_not_certified,,
8128,withheld_mip_gap_not_certified,,
8129,withheld_mip_gap_not_certified,,
8130,withheld_mip_gap_not_certified,,
8131,withheld_mip_gap_not_certified,,
8132,withheld_mip_gap_not_certified,,
8133,withheld_mip_gap_not_certified,,
8134,withheld_mip_gap_not_certified,,
8135,withheld_mip_gap_not_certified,,
8136,withheld_mip_gap_not_certified,,
8137,withheld_mip_gap_not_certified,,
8138,withheld_mip_gap_not_certified,,
8139,withheld_mip_gap_not_certified,,
8140,withheld_mip_gap_not_certified,,
8141,withheld_mip_gap_not_certified,,
8142,withheld_mip_gap_not_certified,,
8143,withheld_mip_gap_not_certified,,
8144,withheld_mip_gap_not_certified,,
8145,withheld_mip_gap_not_certified,,
8146,withheld_mip_gap_not_certified,,
8147,withheld_mip_gap_not_certified,,
8148,withheld_mip_gap_not_certified,,
8149,withheld_mip_gap_not_certified,,
8150,withheld_mip_gap_not_certified,,
8151,withheld_mip_gap_not_certified,,
8152,withheld_mip_gap_not_certified,,
8153,withheld_mip_gap_not_certified,,
8154,withheld_mip_gap_not_certified,,
8155,withheld_mip_gap_not_certified,,
8156,withheld_mip_gap_not_certified,,
8157,withheld_mip_gap_not_certified,,
8158,withheld_mip_gap_not_certified,,
8159,withheld_mip_gap_not_certified,,
8160,withheld_mip_gap_not_certified,,
