source_row,source_id,bus,source_status,pmin_mw,pmax_mw,round_1_commitment,round_2_commitment,round_3_commitment,round_2_vs_1_changed,round_3_vs_2_changed,v9_final_commitment,v11_vs_v9_changed,cpu_1e_3_commitment,v11_vs_cpu_changed,final_dispatch_mw,final_dispatch_pu,pricing_status,fixed_commitment_nodal_price_per_mwh
431,gen-row-0431,7270,1,54.38,181.28,1,1,1,0,0,1,0,1,0,181.28000000000003,1.8128000000000002,withheld_gap_not_certified,
432,gen-row-0432,7280,0,7.71,25.7,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
433,gen-row-0433,7281,0,4.5,15.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
434,gen-row-0434,7284,0,2.25,7.5,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
435,gen-row-0435,7285,1,21.22,21.22,1,1,1,0,0,1,0,1,0,21.22,0.2122,withheld_gap_not_certified,
436,gen-row-0436,7286,1,21.22,21.22,1,1,1,0,0,1,0,1,0,21.22,0.2122,withheld_gap_not_certified,
437,gen-row-0437,7287,1,21.22,21.22,1,1,1,0,0,1,0,1,0,21.22,0.2122,withheld_gap_not_certified,
438,gen-row-0438,7288,1,21.22,21.22,1,1,1,0,0,1,0,1,0,21.22,0.2122,withheld_gap_not_certified,
439,gen-row-0439,7289,1,42.45,42.45,1,1,1,0,0,1,0,1,0,42.45,0.42450000000000004,withheld_gap_not_certified,
440,gen-row-0440,7307,1,29.0,96.68,0,1,1,1,0,1,0,1,0,96.67999999999999,0.9667999999999999,withheld_gap_not_certified,
441,gen-row-0441,7308,1,29.0,96.68,0,1,1,1,0,1,0,1,0,96.67999999999999,0.9667999999999999,withheld_gap_not_certified,
442,gen-row-0442,7309,0,29.0,96.68,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
443,gen-row-0443,7310,1,29.0,96.68,0,1,1,1,0,1,0,1,0,96.67999999999999,0.9667999999999999,withheld_gap_not_certified,
444,gen-row-0444,7311,1,58.01,193.37,1,1,1,0,0,1,0,1,0,193.37000000000032,1.933700000000003,withheld_gap_not_certified,
445,gen-row-0445,7323,1,37.34,124.48,1,1,1,0,0,1,0,1,0,124.48000000000002,1.2448000000000001,withheld_gap_not_certified,
446,gen-row-0446,7324,1,37.34,124.48,1,1,1,0,0,1,0,0,1,124.48000000000002,1.2448000000000001,withheld_gap_not_certified,
447,gen-row-0447,7325,1,37.34,124.48,1,1,1,0,0,1,0,1,0,124.48000000000002,1.2448000000000001,withheld_gap_not_certified,
448,gen-row-0448,7326,1,37.34,124.48,1,1,1,0,0,1,0,1,0,124.48000000000002,1.2448000000000001,withheld_gap_not_certified,
449,gen-row-0449,7329,1,30.57,101.9,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
450,gen-row-0450,7334,0,1.41,4.7,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
451,gen-row-0451,7335,1,136.05,453.5,1,1,1,0,0,1,0,1,0,453.5,4.535,withheld_gap_not_certified,
452,gen-row-0452,7349,1,94.15,313.83,1,1,1,0,0,1,0,1,0,313.83,3.1382999999999996,withheld_gap_not_certified,
453,gen-row-0453,7350,1,94.15,313.83,1,1,1,0,0,1,0,1,0,313.83,3.1382999999999996,withheld_gap_not_certified,
454,gen-row-0454,7351,1,94.15,313.83,1,1,1,0,0,1,0,1,0,313.83,3.1382999999999996,withheld_gap_not_certified,
455,gen-row-0455,7352,1,94.15,313.83,1,1,1,0,0,1,0,1,0,313.83,3.1382999999999996,withheld_gap_not_certified,
456,gen-row-0456,7353,1,205.26,684.2,0,1,1,1,0,1,0,1,0,684.2,6.8420000000000005,withheld_gap_not_certified,
457,gen-row-0457,7354,1,205.26,684.2,0,1,1,1,0,0,1,0,1,684.2,6.8420000000000005,withheld_gap_not_certified,
458,gen-row-0458,7355,1,205.26,684.2,0,1,1,1,0,1,0,1,0,684.2,6.8420000000000005,withheld_gap_not_certified,
459,gen-row-0459,7356,1,205.0,684.2,0,1,0,1,1,1,1,1,1,0.0,0.0,withheld_gap_not_certified,
460,gen-row-0460,7357,1,4.89,16.3,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
461,gen-row-0461,7358,1,67.56,225.2,1,1,1,0,0,1,0,1,0,225.20000000000002,2.2520000000000002,withheld_gap_not_certified,
462,gen-row-0462,7359,1,67.56,225.2,1,1,1,0,0,1,0,1,0,225.20000000000002,2.2520000000000002,withheld_gap_not_certified,
463,gen-row-0463,7360,1,67.56,225.2,1,1,1,0,0,1,0,1,0,225.20000000000002,2.2520000000000002,withheld_gap_not_certified,
464,gen-row-0464,7361,1,30.81,102.7,1,1,1,0,0,1,0,1,0,102.70000000000002,1.0270000000000001,withheld_gap_not_certified,
465,gen-row-0465,7369,1,32.18,107.27,1,1,1,0,0,1,0,1,0,107.27,1.0727,withheld_gap_not_certified,
466,gen-row-0466,7370,1,32.18,107.27,1,1,1,0,0,1,0,1,0,107.27,1.0727,withheld_gap_not_certified,
467,gen-row-0467,7371,1,32.18,107.27,1,1,1,0,0,1,0,1,0,107.27,1.0727,withheld_gap_not_certified,
468,gen-row-0468,7372,1,32.18,107.27,1,1,1,0,0,1,0,1,0,107.27,1.0727,withheld_gap_not_certified,
469,gen-row-0469,7373,1,32.18,107.27,1,1,1,0,0,1,0,1,0,107.27,1.0727,withheld_gap_not_certified,
470,gen-row-0470,7374,1,32.18,107.27,1,1,1,0,0,1,0,1,0,107.27,1.0727,withheld_gap_not_certified,
471,gen-row-0471,7375,1,55.1,183.66,1,1,1,0,0,1,0,1,0,183.66,1.8366,withheld_gap_not_certified,
472,gen-row-0472,7376,1,55.1,183.66,1,1,1,0,0,1,0,1,0,183.66,1.8366,withheld_gap_not_certified,
473,gen-row-0473,7377,1,55.1,183.66,1,1,1,0,0,1,0,1,0,183.66,1.8366,withheld_gap_not_certified,
474,gen-row-0474,7378,1,55.1,183.66,1,1,1,0,0,1,0,1,0,183.66,1.8366,withheld_gap_not_certified,
475,gen-row-0475,7379,1,55.1,183.66,1,1,1,0,0,1,0,1,0,183.66,1.8366,withheld_gap_not_certified,
476,gen-row-0476,7389,1,162.84,542.8,1,1,1,0,0,1,0,1,0,542.8000000000609,5.428000000000609,withheld_gap_not_certified,
477,gen-row-0477,7400,1,21.6,72.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
478,gen-row-0478,7400,1,21.6,72.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
479,gen-row-0479,7400,1,21.6,72.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
480,gen-row-0480,7400,1,21.6,72.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
481,gen-row-0481,7400,1,43.2,144.0,1,1,1,0,0,1,0,1,0,144.0,1.44,withheld_gap_not_certified,
482,gen-row-0482,7400,1,133.92,446.4,1,1,1,0,0,1,0,1,0,446.40000000000003,4.464,withheld_gap_not_certified,
483,gen-row-0483,7406,1,18.93,63.1,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
484,gen-row-0484,7406,1,93.0,310.0,1,1,1,0,0,1,0,1,0,310.0,3.1,withheld_gap_not_certified,
485,gen-row-0485,7414,1,30.72,102.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
486,gen-row-0486,7419,1,26.46,88.2,0,1,1,1,0,1,0,1,0,88.19999999999996,0.8819999999999996,withheld_gap_not_certified,
487,gen-row-0487,7419,1,26.46,88.2,0,1,1,1,0,1,0,1,0,88.2,0.882,withheld_gap_not_certified,
488,gen-row-0488,7422,1,2.04,6.8,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
489,gen-row-0489,7422,1,51.66,172.2,1,1,1,0,0,1,0,1,0,172.2,1.722,withheld_gap_not_certified,
490,gen-row-0490,7422,1,51.66,172.2,1,1,1,0,0,1,0,1,0,172.2,1.722,withheld_gap_not_certified,
491,gen-row-0491,7422,1,33.75,112.5,1,1,1,0,0,1,0,1,0,112.5,1.125,withheld_gap_not_certified,
492,gen-row-0492,7422,1,33.75,112.5,1,1,1,0,0,1,0,0,1,112.5,1.125,withheld_gap_not_certified,
493,gen-row-0493,7422,1,33.75,112.5,1,0,1,1,1,1,0,1,0,112.5,1.125,withheld_gap_not_certified,
494,gen-row-0494,7422,1,33.75,112.5,1,1,0,0,1,0,0,1,1,0.0,0.0,withheld_gap_not_certified,
495,gen-row-0495,7422,1,57.33,191.1,1,1,1,0,0,1,0,1,0,171.1017204943795,1.7110172049437948,withheld_gap_not_certified,
496,gen-row-0496,7422,1,51.66,172.2,1,1,1,0,0,1,0,1,0,172.2,1.722,withheld_gap_not_certified,
497,gen-row-0497,7422,1,51.66,172.2,1,1,1,0,0,1,0,1,0,172.2,1.722,withheld_gap_not_certified,
498,gen-row-0498,7422,1,51.66,172.2,1,1,1,0,0,1,0,1,0,172.2,1.722,withheld_gap_not_certified,
499,gen-row-0499,7428,1,30.16,100.52,1,1,1,0,0,1,0,1,0,100.52000000000001,1.0052,withheld_gap_not_certified,
500,gen-row-0500,7428,1,39.0,130.0,1,1,1,0,0,1,0,1,0,130.0,1.3,withheld_gap_not_certified,
501,gen-row-0501,7428,1,39.0,130.0,1,1,1,0,0,1,0,1,0,130.0,1.3,withheld_gap_not_certified,
502,gen-row-0502,7428,1,30.16,100.52,1,1,1,0,0,1,0,1,0,100.52000000000001,1.0052,withheld_gap_not_certified,
503,gen-row-0503,7428,1,30.16,100.52,1,1,0,0,1,1,1,1,1,0.0,0.0,withheld_gap_not_certified,
504,gen-row-0504,7428,1,30.16,100.52,1,1,1,0,0,1,0,1,0,100.52000000000001,1.0052,withheld_gap_not_certified,
505,gen-row-0505,7428,1,30.16,100.52,1,1,1,0,0,1,0,1,0,100.52000000000001,1.0052,withheld_gap_not_certified,
506,gen-row-0506,7428,1,30.16,100.52,1,1,0,0,1,1,1,1,1,0.0,0.0,withheld_gap_not_certified,
507,gen-row-0507,7428,1,22.5,75.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
508,gen-row-0508,7428,0,24.3,81.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
509,gen-row-0509,7428,1,3.51,11.7,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
510,gen-row-0510,8024,1,33.0,33.0,1,1,1,0,0,1,0,1,0,33.0,0.33,withheld_gap_not_certified,
511,gen-row-0511,8033,0,70.48,234.93,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
512,gen-row-0512,8034,0,70.48,234.93,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
513,gen-row-0513,8035,0,70.48,234.93,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
514,gen-row-0514,8036,0,70.48,234.93,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
515,gen-row-0515,8046,1,51.8,172.67,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
516,gen-row-0516,8047,0,51.8,172.67,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
517,gen-row-0517,8048,1,51.8,172.67,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
518,gen-row-0518,8049,1,51.8,172.67,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
519,gen-row-0519,8050,0,51.8,172.67,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
520,gen-row-0520,8051,0,51.8,172.67,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
521,gen-row-0521,8060,0,178.02,593.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
522,gen-row-0522,8061,0,178.02,593.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
523,gen-row-0523,8070,0,277.47,924.9,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
524,gen-row-0524,8071,1,277.47,924.9,1,1,1,0,0,1,0,1,0,924.8999999999999,9.248999999999999,withheld_gap_not_certified,
525,gen-row-0525,8077,1,70.47,234.9,1,1,1,0,0,1,0,1,0,234.90000000000003,2.349,withheld_gap_not_certified,
526,gen-row-0526,8078,1,70.47,234.9,1,1,1,0,0,1,0,1,0,234.90000000000003,2.349,withheld_gap_not_certified,
527,gen-row-0527,8079,1,70.47,234.9,1,1,1,0,0,1,0,1,0,234.90000000000003,2.349,withheld_gap_not_certified,
528,gen-row-0528,8080,1,70.47,234.9,1,1,1,0,0,1,0,1,0,234.90000000000003,2.349,withheld_gap_not_certified,
529,gen-row-0529,8087,0,269.31,897.7,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
530,gen-row-0530,8088,1,269.31,897.7,1,1,1,0,0,1,0,1,0,897.7,8.977,withheld_gap_not_certified,
531,gen-row-0531,8099,1,85.5,85.5,1,1,1,0,0,1,0,1,0,85.5,0.855,withheld_gap_not_certified,
532,gen-row-0532,8115,0,3.0,10.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
533,gen-row-0533,8116,0,105.51,351.7,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
534,gen-row-0534,8117,1,105.51,351.7,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
535,gen-row-0535,8129,1,198.0,660.0,1,1,1,0,0,1,0,1,0,646.64050707271,6.4664050707271,withheld_gap_not_certified,
536,gen-row-0536,8130,1,198.0,660.0,1,1,1,0,0,1,0,1,0,613.8,6.138,withheld_gap_not_certified,
537,gen-row-0537,8131,1,198.0,660.0,1,1,1,0,0,1,0,1,0,659.9999999999999,6.599999999999999,withheld_gap_not_certified,
538,gen-row-0538,8147,0,1.2,4.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
539,gen-row-0539,8147,0,71.79,239.3,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
540,gen-row-0540,8152,0,6.6,22.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
541,gen-row-0541,8155,0,52.38,174.6,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
542,gen-row-0542,8155,1,52.38,174.6,0,0,0,0,0,1,1,0,0,0.0,0.0,withheld_gap_not_certified,
543,gen-row-0543,8158,0,31.5,105.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
544,gen-row-0544,8158,0,29.46,98.2,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
